rid,course,time,date,title,rclass,band,ages,distance,condition,hurdles,prizes,winningTime,prize,metric,countryCode,ncond,class
36734,Wexford (IRE),05:25,16/05/07,Owenavarragh (Q.R.) Maiden,,,4yo+,1m7f,Yielding,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",206.26,10450,3016,IE,6,0
39728,Churchill Downs (USA),09:25,16/05/07,Pat Day Mile Stakes (Grade 3) (3yo) (Dirt),,,3yo,1m,Fast,,"[95952.38, 30952.38, 15476.19, 7738.1, 4642.86, 1700.68, 1700.68, 1700.68, 1700.68, 1700.68, 1700.68, 1700.68, 1700.68, 1700.68]",94.37,170070,1609,US,7,0
5147,Hexham,03:30,16/05/07,Great North Swim Handicap Hurdle,Class 4,0-120,4yo+,2m7½f,Good,12 hurdles,"[6498.0, 1908.0, 954.0, 477.0]",372.9,9837,4725.5,GB,1,4
6843,Churchill Downs (USA),06:13,16/05/07,Churchill Distaff Turf Mile Stakes (Grade 2) (4yo+ Fillies &amp; Mares) (Turf),,,4yo+,1m,Firm,,"[124000.0, 40000.0, 20000.0, 10000.0, 6000.0, 2040.82, 2040.82]",94.36,204082,1609,US,8,0
6913,Maisons-Laffitte (FR),12:50,16/05/07,Prix de Chanteloup (Claimer) (2yo) (Turf),,,2yo,5f,Good,,"[8455.88, 3382.35, 2536.76, 1691.18, 845.59]",60.54,16912,1005,FR,1,0
110562,Morphettville (AUS),06:50,16/05/07,Schweppes Oaks (Registered As Australasian Oaks) (Group 1) (3yo Fillies) (Turf),,,3yo,1m2f,Good,,"[127237.62, 33663.37, 15841.58, 7920.79, 3960.4, 1980.2, 1980.2, 1980.2, 1980.2, 1980.2]",124.15,198524,2011,AU,1,0
110926,Hereford (GB) (ARAB),04:30,16/05/07,ARO Open Race (Bands 1-5),,,3yo+,1m1f,Good To Firm,,"[100.0, 60.0, 40.0]",118.37,200,1810,ARAB,2,0
111339,Thirsk,07:05,16/05/07,ABF The Soldiers' Charity Fillies' Handicap,Class 5,0-75,3yo+,5f,Good,,"[3234.5, 962.5, 481.0, 240.5]",60.28,4917,1005,GB,1,5
112767,Haydock,03:20,16/05/07,Pertemps Network Long Distance Handicap Hurdle,Class 2,,4yo+,2m7f,Good,12 hurdles,"[18768.0, 5544.0, 2772.0, 1386.0, 693.0, 348.0]",328.9,29511,4625,GB,1,2
112909,Hereford (GB) (ARAB),02:30,16/05/07,Wathba Stallions 0-95 (100) Handicap Stakes,,,3yo+,7f,Good To Firm,,"[400.0, 160.0, 96.0, 64.0, 48.0, 32.0]",92.4,800,1407,ARAB,2,0
113041,Haydock,03:55,16/05/07,Pertemps Network Conditions Stakes,Class 2,,3yo+,6f,Good,,"[12450.0, 3728.0, 1864.0, 932.0, 466.0]",70.9,19440,1206,GB,1,2
115032,Warwick,07:20,16/05/07,Whites Buyers Of All Scrap Metal Handicap Hurdle,Class 3,0-140,4yo+,2m3f,Good To Soft,9 hurdles,"[6498.0, 1908.0, 954.0, 477.0]",278.8,9837,3821,GB,10,3
116765,Hexham,04:40,16/05/07,Great Run Company Handicap Chase,Class 4,0-110,5yo+,3m,Good,19 fences,"[4790.8, 1396.5, 698.6]",393.1,6886,4827,GB,1,4
116855,Thirsk,07:35,16/05/07,Elwick Stud Handicap,Class 4,0-80,4yo+,1m4f,Good,,"[5175.2, 1540.0, 769.6, 384.8]",162.16,7870,2413,GB,1,4
117286,Lingfield,04:35,16/05/07,betfred.com Handicap,Class 2,0-100,4yo+,1m2f,Good,,"[11971.9, 3583.4, 1791.7, 896.8, 446.5]",129.07,18690,2011,GB,1,2
118782,Haydock,01:40,16/05/07,Pertemps Network Handicap,Class 3,0-95,3yo,1m,Good,,"[8086.25, 2406.25, 1202.5, 601.25]",101.85,12295,1609,GB,1,3
119089,Churchill Downs (USA),06:55,16/05/07,Churchill Downs Stakes (Grade 2) (4yo+) (Dirt),,,4yo+,7f,Fast,,"[202448.98, 65306.12, 32653.06, 16326.53, 9795.92, 3401.36, 3401.36, 3401.36, 3401.36]",80.79,340135,1407,US,7,0
119667,Gold Coast (AUS),07:20,16/05/07,All-New Jaguar XF Gold Coast Guineas QTIS Three-Years-Old Plate (Group 3) (Turf),,,3yo,6f,Good,,"[39603.96, 12376.24, 6188.12, 2475.25, 1237.62]",69.49,61881,1206,AU,1,0
122707,Hexham,02:25,16/05/07,Junior Great North Run Maiden Hurdle,Class 5,,5yo+,2m7½f,Good,12 hurdles,"[2463.84, 718.2, 359.28]",379.3,3541,4725.5,GB,1,5
123099,Churchill Downs (USA),11:34,16/05/07,Kentucky Derby presented by Yum! Brands (Grade 1) (3yo) (Dirt),,,3yo,1m2f,Fast,,"[1109931.97, 272108.84, 136054.42, 68027.21, 40816.33]",121.31,1626938,2011,US,7,0
123315,Hereford (GB) (ARAB),01:30,16/05/07,Wathba Stallions 0-75 Handicap Stakes,,,4yo+,7f,Good To Firm,,"[400.0, 160.0, 96.0, 64.0, 48.0, 32.0]",93.62,800,1407,ARAB,2,0
123635,Warwick,06:20,16/05/07,Phillips 66 Refinery To Jet Forecourt Novices' Chase,Class 4,,5yo+,2m4f,Good To Soft,17 fences,"[3898.8, 1144.8, 572.4, 286.2]",303.1,5902,4022,GB,10,4
124937,Nottingham,05:30,16/05/07,Genting Casino Nottingham Apprentice Training Series Handicap (Div I),Class 6,0-65,4yo+,1m½f,Good To Firm,,"[2264.15, 673.75, 336.7, 168.35]",104.03,3443,1709.5,GB,2,6
127059,Nottingham,06:00,16/05/07,Genting Casino Nottingham Apprentice Training Series Handicap (Div II),Class 6,0-65,4yo+,1m½f,Good To Firm,,"[2264.15, 673.75, 336.7, 168.35]",104.5,3443,1709.5,GB,2,6
130214,Maisons-Laffitte (FR),02:30,16/05/07,Prix du Vesinet (Claimer) (3yo) (Turf),,,3yo,6½f,Good,,"[6985.29, 2794.12, 2095.59, 1397.06, 698.53]",79.45,13971,1306.5,FR,1,0
130417,Hexham,04:05,16/05/07,Great North Run City Games Handicap Hurdle,Class 4,0-110,4yo+,2m,Good,8 hurdles,"[4223.7, 1240.2, 620.1, 310.05]",259.5,6394,3218,GB,1,4
130978,Ascot,04:15,16/05/07,totescoop6 Victoria Cup (Heritage Handicap),Class 2,,4yo+,7f,Good To Firm,,"[65362.5, 19572.0, 9786.0, 4893.0, 1837.5, 1837.5]",85.35,103289,1407,GB,2,2
131439,Woodbine (CAN),09:46,16/05/07,Vigil Stakes (Grade 3) (4yo+) (Tapeta),,,4yo+,7f,Fast,,"[52941.18, 15441.18, 9705.88, 5294.12, 1470.59]",81.65,84853,1407,CAN,7,0
131480,Warwick,05:50,16/05/07,Haydn Gott 70th Birthday Handicap Hurdle,Class 4,0-120,4yo+,2m5f,Good To Soft,11 hurdles,"[3249.0, 954.0, 477.0, 238.5]",305.9,4918,4223,GB,10,4
133414,Maisons-Laffitte (FR),03:00,16/05/07,Prix de l'Etoile du Bout du Monde (Handicap) (4yo) (Round) (Turf),,,4yo,1m2f,Good,,"[7720.59, 3088.24, 2316.18, 1544.12, 772.06]",127.05,15441,2011,FR,1,0
133824,Lingfield,04:00,16/05/07,Betfred Derby Trial Stakes (Listed Race) (Colts &amp; Geldings),Class 1,,3yo,1m3½f,Good,,"[56710.0, 21500.0, 10760.0, 5360.0, 2690.0]",148.29,97020,2312.5,GB,1,1
133966,Belmont Park (USA),10:44,16/05/07,Fort Marcy Stakes (Grade 3) (4yo+) (Turf),,,4yo+,1m1f,Yielding,,"[61224.49, 20408.16, 10204.08, 5102.04, 3061.22, 1020.41, 1020.41]",110.82,102039,1810,US,6,0
134590,Gold Coast (AUS),06:40,16/05/07,All-New Jaguar F-Pace A.D. Hollindale Stakes (Group 2) (2yo+) (Turf),,,2yo+,1m1f,Good,,"[123762.38, 29702.97, 14851.49, 5940.59, 2970.3]",108.15,177227,1810,AU,1,0
135152,Wexford (IRE),02:05,16/05/07,Hen And Stag Parties At Wexford Racecourse Median Auction Fillies Maiden (Plus 10 Race),,,3-4yo,1m1½f,Good,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",122.94,10450,1910.5,IE,1,0
135216,Ascot,01:55,16/05/07,totepoolliveinfo.com Novice Stakes (Plus 10 Race),Class 3,,2yo,5f,Good To Firm,,"[7762.8, 2310.0, 1154.4, 577.2]",60.2,11804,1005,GB,2,3
135924,Churchill Downs (USA),08:35,16/05/07,American Turf Stakes (Grade 2) (3yo) (Turf),,,3yo,1m½f,Firm,,"[116408.16, 37551.02, 18775.51, 9387.76, 5632.65, 2040.82, 2040.82, 2040.82, 2040.82, 2040.82, 2040.82, 2040.82, 2040.82]",101.13,204084,1709.5,US,8,0
136288,Lingfield (AW),01:45,16/05/07,"Betfred ""Follow Us On Twitter"" Handicap",Class 4,0-85,4yo+,7f,Standard,,"[4916.44, 1463.0, 731.12, 365.56]",84.5,7476,1407,GB,0,4
136309,Hereford (GB) (ARAB),03:00,16/05/07,Wathba Stallions 0-65 Handicap Stakes,,,4yo+,1m1f,Good To Firm,,"[400.0, 160.0, 96.0, 64.0, 48.0, 32.0]",130.66,800,1810,ARAB,2,0
136475,Santa Anita (USA),12:30,16/05/07,American Stakes (Listed Race) (3yo+) (Dirt),,,3yo+,1m,Fast,,"[40816.33, 13605.44, 8163.27, 4081.63, 1360.54, 234.69]",95.3,68262,1609,US,7,0
136636,Morphettville (AUS),05:00,16/05/07,DC McKay Stakes (Group 3 Handicap) (2yo+) (Turf),,,2yo+,5½f,Good,,"[38183.17, 9900.99, 4950.5, 2376.24, 1188.12, 594.06, 594.06, 594.06, 594.06, 594.06]",63.6,59568,1105.5,AU,1,0
138458,Hereford (GB) (ARAB),04:00,16/05/07,ARO Open Race (Bands 6-10),,,3yo+,1m1f,Good To Firm,,"[100.0, 50.0]",119.2,150,1810,ARAB,2,0
138878,Belmont Park (USA),11:59,16/05/07,Sheepshead Bay Stakes (Grade 2) (4yo+ Fillies &amp; Mares) (Turf),,,4yo+,1m3f,Yielding,,"[81632.65, 27210.88, 13605.44, 6802.72, 4081.63]",138.9,133334,2212,US,6,0
138935,Lingfield,03:25,16/05/07,Betfred Mobile Oaks Trial Fillies' Stakes (Listed Race),Class 1,,3yo,1m3½f,Good,,"[22684.0, 8600.0, 4304.0, 2144.0, 1076.0]",153.36,38808,2312.5,GB,1,1
139059,Churchill Downs (USA),07:45,16/05/07,Humana Distaff Stakes (Grade 1) (4yo+ Fillies &amp; Mares) (Dirt),,,4yo+,7f,Fast,,"[121469.39, 39183.67, 19591.84, 9795.92, 5877.55, 2040.82, 2040.82, 2040.82, 2040.82]",81.03,204083,1407,US,7,0
139304,Maisons-Laffitte (FR),03:30,16/05/07,Prix de l'Etoile dArtois (Handicap) (4yo) (Round) (Turf),,,4yo,1m2f,Good,,"[5147.06, 2058.82, 1544.12, 1029.41, 514.71]",127.82,10294,2011,FR,1,0
144918,Lingfield (AW),02:50,16/05/07,"Betfred ""Be Part Of The Action"" Chartwell Fillies' Stakes (Group 3) (Fillies &amp; Mares)",Class 1,,3yo+,7f,Standard,,"[34026.0, 12900.0, 6456.0, 3216.0, 1614.0, 810.0]",84.51,59022,1407,GB,0,1
146299,Lone Star Park (USA),02:57,16/05/07,Texas Mile Stakes (Grade 3) (3yo+) (Dirt),,,3yo+,1m,Fast,,"[76870.75, 25850.34, 13605.44, 7823.13, 3741.5, 2040.82, 2040.82, 2040.82, 2040.82]",97.68,136055,1609,US,7,0
147638,Hereford (GB) (ARAB),01:00,16/05/07,Wathba Stud Farm Cup Maiden Stakes,,,3yo+,6f,Good To Firm,,"[400.0, 160.0, 96.0, 64.0, 48.0, 32.0]",86.75,800,1206,ARAB,2,0
148010,Lingfield (AW),02:20,16/05/07,"Betfred ""Racing's Biggest Supporter"" Handicap",Class 3,0-95,4yo+,1m,Standard,,"[7309.16, 2187.76, 1093.88, 547.52, 272.6]",96.64,11412,1609,GB,0,3
148172,Maisons-Laffitte (FR),04:00,16/05/07,Prix de l'Etoile du Bon Secours (Handicap) (4yo) (Round) (Turf),,,4yo,1m2f,Good,,"[6985.29, 2794.12, 2095.59, 1397.06, 698.53]",127.54,13971,2011,FR,1,0
149570,Morphettville (AUS),06:10,16/05/07,UBET Stakes (Registered As Euclase Stakes) (Group 2) (3yo) (Turf),,,3yo,6f,Good,,"[79396.04, 21039.6, 9900.99, 4950.5, 2475.25, 1237.62, 1237.62, 1237.62, 1237.62, 1237.62]",69.88,123952,1206,AU,1,0
150018,Nottingham,03:50,16/05/07,EBF Stallions Weatherbys General Stud Book Kilvington Fillies' Stakes (Listed Race),Class 1,,3yo+,6f,Good To Firm,,"[22684.0, 8600.0, 4304.0, 2144.0, 1076.0, 540.0]",70.42,39348,1206,GB,2,1
150631,Haydock,04:30,16/05/07,Pertemps Network Intermediate Handicap Chase,Class 2,,5yo+,2m5½f,Good,18 fences,"[18837.6, 5613.6, 2841.6, 1455.6, 762.6]",320.2,29513,4323.5,GB,1,2
151479,Warwick,06:50,16/05/07,Local Parking Security Proudly Warwick Fillies' 4-Y-O Handicap Hurdle,Class 2,,4yo,2m,Good To Soft,8 hurdles,"[25024.0, 7392.0, 3696.0, 1848.0, 924.0, 464.0]",235.3,39348,3218,GB,10,2
152077,Hexham,02:55,16/05/07,Film Nova Conditional Jockeys' Handicap Chase,Class 4,0-120,5yo+,1m7½f,Good,12 fences,"[4448.6, 1296.75, 648.7]",248.9,6395,3116.5,GB,1,4
152583,Thirsk,06:35,16/05/07,Dick Peacock Sprint Handicap,Class 5,0-75,3yo,6f,Good,,"[3234.5, 962.5, 481.0, 240.5]",73.46,4917,1206,GB,1,5
152746,Maisons-Laffitte (FR),12:20,16/05/07,Prix Epinard (Maiden) (Unraced 2yo) (Turf),,,2yo,5f,Good,,"[9191.18, 3676.47, 2757.35, 1838.24, 919.12]",60.33,18381,1005,FR,1,0
156014,Thirsk,05:35,16/05/07,Pennine Brewing Craft Beer &amp; Cider Festival Selling Stakes,Class 6,,3-5yo,6f,Good,,"[2587.6, 770.0, 384.8, 192.4]",76.53,3935,1206,GB,1,6
156273,Thirsk,06:05,16/05/07,Racing UK In Glorious HD Maiden Stakes,Class 5,,3yo+,1m,Good,,"[3234.5, 962.5, 481.0, 240.5]",103.92,4917,1609,GB,1,5
156527,Wexford (IRE),04:20,16/05/07,Campile Apprentice Handicap,,45-70,4yo+,1m3f,Yielding,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",146.74,9500,2212,IE,6,0
156624,Nottingham,02:10,16/05/07,racinguk.com Maiden Stakes,Class 5,,3yo+,6f,Good To Firm,,"[3067.65, 905.85, 453.15]",71.34,4427,1206,GB,2,5
157271,Churchill Downs (USA),10:25,16/05/07,Woodford Reserve Turf Classic Stakes (Grade 1) (4yo+) (Turf),,,4yo+,1m1f,Firm,,"[200340.14, 64625.85, 32312.93, 16156.46, 9693.88, 3401.36, 3401.36, 3401.36, 3401.36, 3401.36]",107.37,340134,1810,US,8,0
158128,Morphettville (AUS),07:30,16/05/07,UBET Classic (registered as Robert Sangster Stakes) (Group 1) (2yo+ Fillies &amp; Mares) (Turf),,,2yo+,6f,Good,,"[127237.62, 33663.37, 15841.58, 7920.79, 3960.4, 1980.2, 1980.2, 1980.2, 1980.2, 1980.2]",69.49,198524,1206,AU,1,0
159677,Haydock,05:00,16/05/07,Pertemps Network Handicap Chase,Class 3,0-130,5yo+,2m3f,Good,15 fences,"[8122.5, 2385.0, 1192.5, 596.25]",285.7,12295,3821,GB,1,3
161639,Warwick,07:50,16/05/07,Lewis Badges 1832 Conditional Jockeys' Handicap Chase,Class 5,0-100,5yo+,3m,Good To Soft,18 fences,"[2662.8, 826.8, 445.2]",380.3,3935,4827,GB,10,5
163412,Hereford (GB) (ARAB),02:00,16/05/07,Wathba Stallions Restricted Maiden Stakes,,,3yo+,1m1f,Good To Firm,,"[400.0, 160.0, 96.0, 64.0, 48.0, 32.0]",151.09,800,1810,ARAB,2,0
164993,Wexford (IRE),03:45,16/05/07,Wexford Median Auction Maiden (Plus 10 Race),,,3yo,1m3f,Yielding,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",146.59,10450,2212,IE,6,0
166180,Thirsk,08:35,16/05/07,"Thirsk ""Irish Day"" Next Saturday Handicap",Class 6,0-60,4yo+,6f,Good,,"[2587.6, 770.0, 384.8, 192.4]",74.27,3935,1206,GB,1,6
166457,Maisons-Laffitte (FR),01:50,16/05/07,Prix d'Aigremont (Claimer) (3yo) (Turf),,,3yo,6f,Good,,"[9926.47, 3970.59, 2977.94, 1985.29, 992.65]",71.81,19853,1206,FR,1,0
167139,Nottingham,03:15,16/05/07,DG Executive Service Now Available Handicap,Class 4,0-85,4yo+,1m6f,Good To Firm,,"[4851.75, 1443.75, 721.5]",189.96,7018,2815,GB,2,4
167197,Haydock,02:45,16/05/07,Pertemps Network Spring Trophy Stakes (Listed Race),Class 1,,3yo+,7f,Good,,"[20982.7, 7955.0, 3981.2, 1983.2, 995.3, 499.5]",86.46,36397,1407,GB,1,1
167311,Wexford (IRE),02:35,16/05/07,www.wexfordraces.ie Maiden,,,4yo+,1m1½f,Yielding,,"[6765.0, 2090.0, 990.0, 440.0, 165.0]",122.57,10450,1910.5,IE,6,0
168778,Wexford (IRE),03:10,16/05/07,Phelim Byrne's Seasuir At Wexford Racecourse Handicap,,50-75,3yo+,1m1½f,Yielding,,"[6150.0, 1900.0, 900.0, 400.0, 150.0]",123.01,9500,1910.5,IE,6,0
168885,Thirsk,08:05,16/05/07,JW 4X4 Northallerton Handicap,Class 6,0-60,4yo+,5f,Good,,"[2587.6, 770.0, 384.8, 192.4]",60.87,3935,1005,GB,1,6
169836,Hexham,01:50,16/05/07,greatrun.org Novices Hurdle,Class 4,,4yo+,2m,Good,8 hurdles,"[3422.0, 997.5, 499.0]",255.9,4919,3218,GB,1,4
169871,Gold Coast (AUS),04:40,16/05/07,All-New Jaguar XE Gold Coast Bracelet QTIS 3-Y-O Fillies Plate (Listed Race) (Turf),,,3yo,1m1f,Good,,"[39603.96, 12376.24, 6188.12, 2475.25, 1237.62]",109.29,61881,1810,AU,1,0
171867,Haydock,02:15,16/05/07,Pertemps Network Handicap Hurdle (Registered as The Swinton Hurdle) (Grade 3),Class 1,,4yo+,1m7½f,Good,9 hurdles,"[34170.0, 12822.0, 6420.0, 3198.0, 1608.0, 804.0]",218.9,59022,3116.5,GB,1,1
61440,Nottingham,04:55,16/05/07,NK Motors Handicap,Class 5,0-75,3yo,1m½f,Good To Firm,,"[2911.05, 866.25, 432.9, 216.45]",103.97,4426,1709.5,GB,2,5
71631,Warwick,05:15,16/05/07,Listers Audi Quattro Novices' Hurdle,Class 4,,4yo+,2m3f,Good,9 hurdles,"[3249.0, 954.0, 477.0, 238.5]",278.2,4918,3821,GB,1,4
72651,Nottingham,04:25,16/05/07,DG Executive Service For Any Occasion Handicap (A JC Grassroots Middle Distance Series Qualifier),Class 4,0-80,4yo+,1m2f,Good To Firm,,"[4851.75, 1443.75, 721.5, 360.75]",130.2,7379,2011,GB,2,4
72933,Ascot,04:45,16/05/07,Rosling King Handicap,Class 4,0-80,4yo+,6f,Good To Firm,,"[6469.0, 1925.0, 962.0, 481.0]",73.61,9837,1206,GB,2,4
73629,Hexham,05:10,16/05/07,Great North Run Mares' Standard Open National Hunt Flat Race,Class 6,,4-6yo,2m,Good,,"[1642.56, 478.8, 239.52]",264.4,2362,3218,GB,1,6
81760,Lingfield,05:05,16/05/07,Betfred TV Scoop6/British Stallion Studs EBF Novice Stakes (Plus 10 Race),Class 4,,2yo,5f,Good,,"[4269.54, 1270.5, 634.92, 317.46]",57.33,6492,1005,GB,1,4
82246,Ascot,02:30,16/05/07,Leo Bancroft Signature Haircare Handicap,Class 3,0-95,4yo+,1m4f,Good To Firm,,"[9703.5, 2887.5, 1443.0, 721.5]",153.2,14757,2413,GB,2,3
89905,Gold Coast (AUS),04:00,16/05/07,Jaguar XJ Ken Russell Memorial Classic QTIS Two-Years-Old Plate (Group 3) (Turf),,,2yo,6f,Good,,"[39603.96, 12376.24, 6188.12, 2475.25, 1237.62]",70.17,61881,1206,AU,1,0
98204,Maisons-Laffitte (FR),11:50,16/05/07,Prix Hubert d'Ideville (Conditions) (4yo) (Amateur riders) (Straight) (Turf),,,4yo,1m,Good,,"[8823.53, 3529.41, 2647.06, 1764.71, 882.35]",98.05,17647,1609,FR,1,0
40218,Ascot,03:05,16/05/07,Carey Group Buckhounds Stakes (Listed Race),Class 1,,4yo+,1m4f,Good To Firm,,"[25519.5, 9675.0, 4842.0, 2412.0, 1210.5, 607.5]",152.03,44267,2413,GB,2,1
50854,Maisons-Laffitte (FR),01:20,16/05/07,Prix My Love (Conditions) (4yo+) (Straight) (Turf),,,4yo+,7f,Good,,"[8823.53, 3529.41, 2647.06, 1764.71, 882.35]",85.43,17647,1407,FR,1,0
52904,Kyoto (JPN),07:35,16/05/07,Kyoto Shimbun Hai (Grade 2) (3yo) (Turf),,,3yo,1m3f,Firm,,"[310859.01, 125905.86, 79884.86, 45716.22, 30477.48]",132.6,592843,2212,JP,8,0
10914,Ludlow,02:30,16/05/08,totepool Betting On All UK Racing Novices' Limited Handicap Chase,Class 3,0-135,5yo+,3m,Good,19 fences,"[7876.8, 2524.8, 1402.8]",369.7,11805,4827,GB,1,3
22589,Saint-Cloud (FR),02:45,16/05/08,Prix Greffulhe (Group 2) (3yo Colts &amp; Fillies) (Turf),,,3yo,1m2f,Good,,"[54485.29, 21029.41, 10036.76, 6691.18, 3345.59]",123.7,95588,2011,FR,1,0
9237,Limerick (IRE),04:20,16/05/08,Coral.ie European Breeders Fund Mares Chase,,,5yo+,2m3½f,Good To Yielding,14 fences,"[15375.0, 4750.0, 2250.0, 1000.0, 375.0]",306.2,23750,3921.5,IE,4,0
111629,Cologne (GER),04:20,16/05/08,Gerling-Preis (Group 2) (4yo+) (Turf),,,4yo+,1m4f,Good,,"[29411.76, 11397.06, 5882.35, 2941.18, 1838.24]",145.33,51470,2413,GER,1,0
112658,Saint-Cloud (FR),01:05,16/05/08,Prix du Vert Galant (Conditions) (3yo Colts &amp; Geldings) (Turf),,,3yo,1m,Good,,"[12500.0, 5000.0, 3750.0, 2500.0, 1250.0]",100.2,25000,1609,FR,1,0
116373,Plumpton,02:15,16/05/08,totepool Betting On All UK Racing Maiden Hurdle,Class 5,,4yo+,2m,Good,9 hurdles,"[3249.0, 954.0, 477.0, 238.5]",224.3,4918,3218,GB,1,5
116695,Capannelle (ITY),03:40,16/05/08,Premio Presidente della Repubblica (Group 2) (4yo+) (Turf),,,4yo+,1m1f,Good,,"[64338.24, 28308.82, 15441.18, 7720.59]",108.3,115809,1810,IT,1,0
119832,Limerick (IRE),04:50,16/05/08,Coral.ie Download The App Handicap Chase,,0-109,5yo+,2m3½f,Good To Yielding,14 fences,"[7687.5, 2375.0, 1125.0, 500.0, 187.5]",304.3,11876,3921.5,IE,4,0
120778,Limerick (IRE),03:15,16/05/08,Coral.ie For All GAA Championship Betting Handicap Hurdle,,,4yo+,3m,Good To Yielding,14 hurdles,"[12300.0, 3800.0, 1800.0, 800.0, 300.0]",366.2,19000,4827,IE,4,0
121217,Leopardstown (IRE),05:10,16/05/08,Bulmers Live At Leopardstown Festival Maiden (Plus 10 Race),,,3yo,1m4f,Good,,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",157,11400,2413,IE,1,0
121995,Plumpton,03:25,16/05/08,Joan Mellett 88th Birthday Handicap Chase,Class 5,0-100,5yo+,3m1½f,Good,18 fences,"[3898.8, 1144.8, 572.4, 286.2]",393.1,5902,5128.5,GB,1,5
122562,Woodbine (CAN),09:53,16/05/08,Hendrie Stakes (Grade 3) (4yo+ Fillies &amp; Mares) (Tapeta),,,4yo+,6½f,Fast,,"[44117.65, 17647.06, 9705.88, 4411.76, 1764.71, 882.35, 735.29]",75.28,79265,1306.5,CAN,7,0
123715,Leopardstown (IRE),02:25,16/05/08,Amethyst Stakes (Group 3),,,3yo+,1m,Good,,"[35400.0, 11400.0, 5400.0, 2400.0, 1200.0, 600.0]",100.32,56400,1609,IE,1,0
125975,Saint-Cloud (FR),04:35,16/05/08,Prix de Saint-Ouen (Claimer) (3yo) (Turf),,,3yo,1m2½f,Good,,"[6985.29, 2794.12, 2095.59, 1397.06, 698.53]",133.76,13971,2111.5,FR,1,0
129279,Plumpton,04:30,16/05/08,totepool Racing Excellence Conditional Jockeys' Training Series Final Handicap Hurdle,Class 3,0-135,4yo+,2m4½f,Good,12 hurdles,"[7147.8, 2098.8, 1049.4, 524.7]",300.2,10821,4122.5,GB,1,3
129585,Plumpton,05:00,16/05/08,Heart FM Handicap Chase,Class 4,0-115,5yo+,2m3½f,Good,14 fences,"[4548.6, 1335.6, 667.8, 333.9]",296.6,6887,3921.5,GB,1,4
130784,Cologne (GER),02:40,16/05/08,Fruhjahrs-Meile des Carl Jaspers Versicherungskontors (Listed Race) (4yo+) (Turf),,,4yo+,1m,Good,,"[10294.12, 4779.41, 2205.88, 1102.94]",95.51,18382,1609,GER,1,0
135444,Saint-Cloud (FR),04:00,16/05/08,Prix d'Hedouville (Group 3) (4yo+) (Turf),,,4yo+,1m4f,Good,,"[29411.76, 11764.71, 8823.53, 5882.35, 2941.18]",154.16,58824,2413,FR,1,0
137863,Ludlow,02:00,16/05/08,Mike Rhodes Shrewsbury Honda Centre Novices' Hurdle,Class 4,,4yo+,2m,Good,9 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",227.8,5902,3218,GB,1,4
140568,Santa Anita (USA),12:30,16/05/08,Senorita Stakes (Grade 3) (3yo Fillies) (Turf),,,3yo,1m,Good,,"[40816.33, 13605.44, 8163.27, 4081.63, 1360.54, 234.69, 234.69]",97.98,68497,1609,US,1,0
143235,Saint-Cloud (FR),05:20,16/05/08,Prix de l'Athenee (Conditions) (4yo) (Turf),,,4yo,1m2f,Good,,"[10294.12, 4117.65, 3088.24, 2058.82, 1029.41]",128.71,20588,2011,FR,1,0
146405,Santa Anita (USA),10:37,16/05/08,Adoration Stakes (Grade 3) (3yo+ Fillies &amp; Mares) (Dirt),,,3yo+,1m½f,Fast,,"[40816.33, 13605.44, 8163.27, 4081.63, 1360.54, 234.69]",102.73,68262,1709.5,US,7,0
148274,Ludlow,04:45,16/05/08,Ludlow Bridge Club Novices' Hurdle,Class 4,,4yo+,2m5f,Good,11 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",306.6,5902,4223,GB,1,4
149049,Leopardstown (IRE),01:55,16/05/08,Irish Stallion Farms European Breeders Fund Auction Maiden (Plus 10 Race),,,2yo,6f,Good,,"[10147.5, 3135.0, 1485.0, 660.0, 247.5]",76.59,15676,1206,IE,1,0
149248,Ludlow,03:40,16/05/08,Welsh Guards Association Handicap Hurdle,Class 4,0-120,4yo+,2m,Good,9 hurdles,"[5198.4, 1526.4, 763.2, 381.6]",225.3,7869,3218,GB,1,4
151498,Plumpton,02:50,16/05/08,Heart FM Handicap Hurdle,Class 5,0-100,4yo+,3m1f,Good,14 hurdles,"[3249.0, 954.0, 477.0, 238.5]",372,4918,5028,GB,1,5
151733,Ludlow,05:15,16/05/08,"2 C's Antique Fairs ""Newcomers"" Standard Open National Hunt Flat Race",Class 4,,4-6yo,2m,Good,,"[3249.0, 954.0, 477.0, 238.5]",234.5,4918,3218,GB,1,4
151871,Leopardstown (IRE),03:00,16/05/08,"Derrinstown Stud 1,000 Guineas Trial (Group 3) (Fillies)",,,3yo,1m,Good,,"[35400.0, 11400.0, 5400.0, 2400.0, 1200.0, 600.0]",102.09,56400,1609,IE,1,0
152355,Ludlow,03:05,16/05/08,totepoolliveinfo.com Handicap Hurdle,Class 3,0-125,4yo+,2m5f,Good,11 hurdles,"[6498.0, 1908.0, 954.0, 477.0]",301.1,9837,4223,GB,1,3
